City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Cairns,AU,-16.9167,145.7667,76.1,69,0,6.51,clear sky
451,Tiznit,MA,29.5833,-9.5,77.99,40,3,2.26,clear sky
452,Sarangani,PH,5.4033,125.4636,84.07,74,99,14.09,overcast clouds
453,Sola,VU,-13.8833,167.55,80.87,76,100,17.34,overcast clouds
454,Dubno,UA,50.4169,25.7343,53.89,93,100,4.83,overcast clouds
455,Khovu-Aksy,RU,51.1333,93.6,59.36,65,98,3.76,overcast clouds
456,Canandaigua,US,42.8742,-77.288,65.86,83,49,0.65,scattered clouds
457,Olovyannaya,RU,50.95,115.5667,72.37,44,9,14.34,clear sky
458,Goya,AR,-29.14,-59.2626,67.44,89,64,5.55,broken clouds
459,Jasper,US,37.2001,-94.3502,90.1,57,20,6.91,few clouds
460,Salmas,IR,38.1973,44.7653,60.28,53,51,3.36,broken clouds
461,Buchanan,LR,5.8808,-10.0467,76.44,86,74,6.42,light rain
462,La Asuncion,VE,11.0333,-63.8628,79.16,83,100,17.16,overcast clouds
463,Kidal,ML,18.4411,1.4078,86.92,36,31,5.44,scattered clouds
464,Guiratinga,BR,-16.3494,-53.7583,65.34,43,3,4.7,clear sky
465,Urucara,BR,-2.5364,-57.76,76.23,81,58,1.95,broken clouds
466,Waddan,LY,29.1614,16.139,76.89,53,0,7.38,clear sky
467,Madras,IN,13.0878,80.2785,81.97,84,100,3.0,overcast clouds
468,Dukat,RU,62.55,155.55,83.14,45,47,14.5,scattered clouds
469,Talnakh,RU,69.4865,88.3972,49.33,81,94,13.35,overcast clouds
470,Mahon,ES,39.8885,4.2658,73.96,78,0,12.66,clear sky
471,Okato,NZ,-39.2,173.8833,59.18,78,100,8.99,light rain
472,Manggar,ID,-2.8833,108.2667,84.74,67,7,5.53,clear sky
473,Hounde,BF,11.5,-3.5167,77.32,77,100,5.59,overcast clouds
474,Sompeta,IN,18.9333,84.6,84.07,79,100,6.31,light rain
475,Spokane,US,47.6166,-117.3677,81.07,47,20,10.36,few clouds
476,Caibarien,CU,22.5206,-79.4669,79.92,77,10,11.41,clear sky
477,Deputatskiy,RU,69.3,139.9,43.36,93,100,3.33,light rain
478,Ambon,ID,-3.6954,128.1814,81.23,13,40,0.0,scattered clouds
479,Uchkent,RU,43.1143,47.0826,66.09,66,0,10.25,clear sky
480,Itum-Kale,RU,42.7356,45.5758,58.69,77,3,7.83,clear sky
481,Vila Do Maio,CV,15.1333,-23.2167,73.96,86,100,14.36,overcast clouds
482,Henties Bay,NA,-22.116,14.2845,56.17,82,0,7.87,clear sky
483,Dunedin,NZ,-45.8742,170.5036,46.8,75,100,3.0,overcast clouds
484,Las Varas,MX,21.1667,-105.1667,81.03,83,66,1.25,broken clouds
485,Tecoanapa,MX,16.5167,-98.75,81.97,73,100,3.53,overcast clouds
486,Hidalgo,MX,20.5,-99.0,62.37,78,0,6.91,clear sky
487,Straumen,NO,63.8709,11.2999,50.0,93,100,9.91,light rain
488,Hadejia,NG,12.4498,10.0444,84.6,53,50,11.61,scattered clouds
489,Ankazoabo,MG,-22.2833,44.5167,58.24,70,0,5.5,clear sky
490,Topolobampo,MX,25.6,-109.05,85.91,58,40,8.05,scattered clouds
491,Hay River,CA,60.8156,-115.7999,71.42,38,63,6.4,broken clouds
492,Nicoya,CR,10.1483,-85.452,75.02,92,100,3.09,overcast clouds
493,Cedar City,US,37.6775,-113.0619,81.57,17,0,12.66,clear sky
494,Sitka,US,57.0531,-135.33,57.09,82,75,6.91,broken clouds
495,Tazmalt,DZ,36.3868,4.3989,81.81,46,95,2.17,overcast clouds
496,Koslan,RU,63.4564,48.8989,65.5,66,64,5.32,broken clouds
497,Tulum,MX,20.2167,-87.4667,78.46,87,13,5.08,few clouds
498,Vestmanna,FO,62.1564,-7.1664,43.72,87,100,6.91,overcast clouds
499,Mineiros,BR,-17.5694,-52.5511,63.77,40,14,5.99,few clouds
500,Galveston,US,29.3669,-94.9669,86.95,80,9,1.99,clear sky
501,Aksaray,TR,38.3726,34.0254,63.79,55,0,4.27,clear sky
502,Cermik,TR,38.1361,39.4493,78.3,26,3,3.94,clear sky
503,Salina,US,38.8403,-97.6114,81.95,69,100,14.97,light rain
504,Murray Bridge,AU,-35.1167,139.2667,57.13,69,100,12.48,overcast clouds
505,Amboise,FR,47.4125,0.9827,63.14,77,0,3.44,clear sky
506,Berlevag,NO,70.8578,29.0864,55.4,71,100,17.27,overcast clouds
507,Tombouctou,ML,20.0,-3.0,95.36,21,58,10.54,broken clouds
508,Saint-Leu,RE,-21.15,55.2833,67.32,70,12,10.22,few clouds
509,Placerville,US,38.7296,-120.7986,77.18,51,0,4.61,clear sky
510,Imeni Poliny Osipenko,RU,52.4201,136.4853,88.12,54,12,14.12,few clouds
511,Port Hawkesbury,CA,45.6169,-61.3485,61.63,97,86,8.99,overcast clouds
512,Margate,GB,51.3813,1.3862,64.87,75,76,5.99,broken clouds
513,Padang,ID,-0.9492,100.3543,80.65,65,46,0.92,scattered clouds
514,Maceio,BR,-9.6658,-35.7353,74.64,88,75,8.05,broken clouds
515,Yar-Sale,RU,66.8333,70.8333,56.82,74,100,5.97,overcast clouds
516,Manaure,CO,11.7751,-72.4445,82.8,73,67,15.48,broken clouds
517,Kathmandu,NP,27.7167,85.3167,73.62,94,75,2.3,broken clouds
518,Baracoa,CU,20.3467,-74.4958,78.57,85,3,7.99,clear sky
519,Vaitape,PF,-16.5167,-151.75,79.07,65,11,8.23,few clouds
520,Uddevalla,SE,58.3478,11.9424,60.08,96,100,1.01,overcast clouds
521,Havelock,US,34.8791,-76.9013,84.18,90,100,5.99,overcast clouds
522,Athabasca,CA,54.7169,-113.2854,62.06,84,92,8.59,overcast clouds
523,Thai Binh,VN,20.45,106.3333,85.53,75,100,4.76,overcast clouds
524,Hauterive,FR,46.0901,3.4459,54.36,87,7,1.34,clear sky
525,Christchurch,NZ,-43.5333,172.6333,49.91,76,75,4.61,broken clouds
526,Flinders,AU,-34.5833,150.8552,64.18,77,84,5.01,broken clouds
527,Bartica,GY,6.4,-58.6167,75.52,98,69,2.73,broken clouds
528,Sibolga,ID,1.7427,98.7792,83.08,72,94,0.78,overcast clouds
529,Mbuji-Mayi,CD,-6.15,23.6,67.93,42,24,4.03,few clouds
530,George,ZA,-33.963,22.4617,53.64,69,5,3.85,clear sky
531,Buritizeiro,BR,-17.3511,-44.9622,63.68,54,0,0.96,clear sky
532,Sobolevo,RU,54.4299,31.8996,59.11,96,95,9.69,overcast clouds
533,Port Hardy,CA,50.6996,-127.4199,57.38,94,75,9.22,light intensity shower rain
534,Lazarev,RU,52.225,141.5131,56.08,95,100,25.84,overcast clouds
535,Brufut,GM,13.3814,-16.7518,80.69,83,40,5.75,scattered clouds
536,Helena,US,46.5927,-112.0361,67.19,77,100,14.97,light rain
537,Pontianak,ID,-0.0333,109.3333,80.58,83,20,2.3,few clouds
538,Kichera,RU,55.9375,110.0997,67.14,54,100,3.85,overcast clouds
539,Karratha,AU,-20.7377,116.8463,67.17,19,4,18.23,clear sky
540,Tottori,JP,35.5,134.2333,80.08,71,100,5.41,overcast clouds
541,Popondetta,PG,-8.7537,148.2534,90.1,50,100,5.06,overcast clouds
542,Petauke,ZM,-14.2426,31.3253,55.24,76,1,5.66,clear sky
543,Kalanguy,RU,51.0167,116.5167,71.2,43,16,12.82,few clouds
544,Port Macquarie,AU,-31.4333,152.9167,64.89,86,100,16.67,overcast clouds
545,Lipany,SK,49.1538,20.9638,54.05,95,3,3.2,clear sky
546,Riyadh,SA,24.6877,46.7219,86.14,15,100,10.8,overcast clouds
547,Cayenne,GF,4.9333,-52.3333,82.09,1,0,3.44,clear sky
548,Meadow Lake,US,34.8014,-106.5436,83.73,32,88,2.75,overcast clouds
549,Boa Vista,BR,2.8197,-60.6733,76.98,88,75,8.05,moderate rain
550,Salta,AR,-24.7859,-65.4117,57.13,55,1,2.33,clear sky
551,Kostomuksha,RU,64.571,30.5767,53.01,87,12,6.78,few clouds
552,Ciudad Bolivar,VE,8.1222,-63.5497,78.67,75,40,10.69,scattered clouds
553,Mandera,KE,3.9366,41.867,76.17,65,63,17.02,broken clouds
554,Odweyne,SO,9.4092,45.064,68.25,67,12,20.18,few clouds
555,Inongo,CD,-1.95,18.2667,70.03,68,69,2.28,broken clouds
556,Denpasar,ID,-8.65,115.2167,74.86,88,75,16.11,broken clouds
557,Cabra,ES,37.4725,-4.4421,73.65,54,0,3.76,clear sky
558,Marathon,US,44.9,-89.7668,71.13,82,40,5.75,scattered clouds
559,Qeshm,IR,26.9581,56.2719,87.71,81,100,12.71,overcast clouds
560,Cabedelo,BR,-6.9811,-34.8339,74.07,87,64,12.71,moderate rain
561,Agua Dulce,MX,18.1333,-94.1333,79.0,88,100,7.4,overcast clouds
562,Hokitika,NZ,-42.7167,170.9667,52.68,60,100,6.4,overcast clouds
563,Mozhga,RU,56.4447,52.2276,62.38,87,0,3.87,clear sky
564,Langsa,ID,4.4683,97.9683,81.86,79,87,0.56,overcast clouds
565,San Policarpo,PH,12.1791,125.5072,84.27,70,87,0.54,light rain
566,Sierpc,PL,52.8568,19.6691,54.95,74,83,4.7,broken clouds
567,Bastia,FR,42.6667,9.3333,77.31,64,0,1.14,clear sky
568,Voyvozh,RU,62.892,54.9635,68.18,68,29,4.36,scattered clouds
569,Pokhara,NP,28.2333,83.9833,77.32,89,64,1.95,broken clouds
570,Vysha,RU,53.8477,42.3777,61.47,72,84,5.19,broken clouds
571,Ekhabi,RU,53.5102,142.9671,79.27,57,95,14.36,overcast clouds
572,Malinovoye Ozero,RU,51.6753,79.7825,70.29,41,71,2.1,light rain
573,Avera,US,33.194,-82.5271,80.11,78,15,6.13,few clouds
574,Mosetse,BW,-20.75,26.65,55.0,51,0,8.48,clear sky
575,Ust-Nera,RU,64.5667,143.2,84.29,50,91,6.73,overcast clouds
576,Cockburn Town,TC,21.4612,-71.1419,81.81,78,0,22.08,clear sky
577,Bria,CF,6.5423,21.9863,67.41,95,12,1.68,few clouds
578,Dongsheng,CN,39.8161,109.9776,82.24,25,0,18.75,clear sky
579,Hit,IQ,33.6416,42.8251,86.2,20,0,9.89,clear sky
580,Zyryanka,RU,65.75,150.85,64.89,57,83,7.99,broken clouds
581,Jinka,ET,5.65,36.65,61.84,92,100,2.8,moderate rain
582,Kati,ML,12.7441,-8.0726,78.21,77,64,4.99,broken clouds
583,Ucluelet,CA,48.9329,-125.5528,60.1,85,100,1.01,overcast clouds
584,Tawau,MY,4.2498,117.8871,81.72,75,92,4.5,overcast clouds
585,Quelimane,MZ,-17.8786,36.8883,62.85,89,0,1.48,clear sky
586,Sile,TR,41.1754,29.6133,70.47,79,0,1.01,clear sky
587,Halvad,IN,23.0167,71.1833,82.71,80,91,5.28,overcast clouds
588,Apac,UG,1.9756,32.5386,62.53,78,70,1.45,broken clouds
589,New London,US,41.4834,-72.0662,73.78,68,0,5.75,clear sky
590,Razdolinsk,RU,58.4211,94.6658,63.5,79,97,5.3,light rain
591,Tagusao,PH,9.1924,117.8141,84.18,70,83,5.57,broken clouds
592,Tomatlan,MX,19.9333,-105.25,78.76,88,100,3.11,overcast clouds
593,Mildura,AU,-34.2,142.15,56.07,71,3,16.58,clear sky
594,Laguna,US,38.421,-121.4238,83.14,53,0,14.97,clear sky
595,Rivadavia,AR,-33.1905,-68.4608,46.06,41,0,16.08,clear sky
596,San Pedro,PH,14.35,121.0167,85.26,81,75,3.44,broken clouds
597,La Massana,AD,42.5667,1.4833,51.31,87,99,5.44,overcast clouds
598,Akalgarh,IN,29.8167,75.8833,95.5,42,10,6.98,clear sky
599,Lensk,RU,60.7253,114.9278,61.32,85,100,5.7,overcast clouds
600,Nirgua,VE,10.1553,-68.5663,66.36,97,86,1.95,light rain
601,Dongli,CN,23.5656,116.8194,84.18,79,75,4.47,light rain
602,Pontes E Lacerda,BR,-15.2261,-59.3353,67.19,42,0,2.68,clear sky
603,Khorixas,NA,-20.3667,14.9667,62.37,31,0,6.89,clear sky
604,Buluang,PH,13.3068,123.3425,83.08,81,94,2.39,light rain
605,Xixiang,CN,35.1628,112.865,91.0,50,0,6.17,clear sky
606,Chornukhy,UA,50.2673,32.942,71.74,53,98,4.99,overcast clouds
607,Lasa,IT,46.6166,10.7002,59.36,90,51,2.86,broken clouds
608,Pouebo,NC,-20.4,164.5667,80.24,74,99,10.25,overcast clouds
609,Ambilobe,MG,-13.2,49.05,61.34,85,1,4.36,clear sky
610,Puqi,CN,29.7167,113.8833,85.69,78,37,1.28,scattered clouds
611,Maragogi,BR,-9.0122,-35.2225,75.02,87,0,11.56,clear sky
612,Fare,PF,-16.7,-151.0167,79.02,67,0,8.25,clear sky
613,Kannangad,IN,12.3081,75.1063,77.77,87,100,13.33,moderate rain
614,Khorramshahr,IR,30.4397,48.1664,89.56,23,0,9.22,clear sky
615,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,75,6.69,broken clouds
616,Turukhansk,RU,65.8167,87.9833,56.75,82,100,3.31,overcast clouds
617,Teya,RU,60.3778,92.6267,60.66,87,77,4.65,broken clouds
618,Vangaindrano,MG,-23.35,47.6,64.53,83,89,3.85,overcast clouds
619,Scottsboro,US,34.6723,-86.0341,81.09,100,75,0.0,light intensity drizzle
620,Zhangjiakou,CN,40.81,114.8794,82.76,24,0,2.15,clear sky
621,Del Rio,US,29.3627,-100.8968,96.91,29,0,10.36,clear sky
622,Vuktyl,RU,63.8567,57.3094,68.41,67,9,6.73,clear sky
623,Opuwo,NA,-18.0607,13.84,59.34,35,0,7.61,clear sky
624,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,11.5,few clouds
625,Bac Lieu,VN,9.285,105.7244,85.42,74,99,13.35,overcast clouds
626,Gandiaye,SN,14.2333,-16.2667,80.37,78,2,13.47,clear sky
627,Providencia,MX,28.7167,-111.5833,96.21,54,0,8.68,clear sky
628,Ahuimanu,US,21.4447,-157.8378,82.11,71,40,11.5,scattered clouds
629,Quatre Cocos,MU,-20.2078,57.7625,69.1,72,100,15.59,overcast clouds
630,Irtyshskiy,RU,58.3333,68.1333,63.43,67,21,6.4,few clouds
631,Boende,CD,-0.2167,20.8667,72.84,82,98,1.61,overcast clouds
632,Actopan,MX,20.2667,-98.9333,61.34,78,70,6.87,broken clouds
633,Ngaoundere,CM,7.3167,13.5833,61.16,95,100,0.25,overcast clouds
634,Pimenteiras,BR,-6.2453,-41.4192,71.49,68,0,6.15,clear sky
635,Mareeba,AU,-17.0,145.4333,71.47,69,0,2.86,clear sky
636,Kapuskasing,CA,49.4169,-82.4331,60.89,77,20,4.61,few clouds
637,Coruripe,BR,-10.1256,-36.1756,73.33,89,21,12.41,few clouds
638,Yulara,AU,-25.2406,130.9889,55.65,22,0,11.9,clear sky
639,Manado,ID,1.487,124.8455,84.97,79,20,3.44,few clouds
640,Twin Falls,US,42.3505,-114.6445,86.34,23,0,5.75,clear sky
641,Cayeli,TR,41.0923,40.7292,68.41,77,1,3.15,clear sky
642,Kununurra,AU,-15.7667,128.7333,73.38,28,5,13.8,clear sky
643,Dalvik,IS,65.9702,-18.5286,53.53,86,100,7.58,overcast clouds
644,Shanghai,CN,31.2222,121.4581,93.07,71,40,8.95,scattered clouds
645,Mpika,ZM,-11.8343,31.4529,49.24,84,0,4.63,clear sky
646,Nokaneng,BW,-19.6667,22.2667,57.18,45,0,5.88,clear sky
647,Palmer,US,42.1584,-72.3287,70.86,75,20,0.0,few clouds
648,Higashine,JP,38.4389,140.4006,83.21,59,21,4.65,few clouds
649,Brae,GB,60.3964,-1.353,49.87,85,100,17.38,overcast clouds
650,San Patricio,US,28.017,-97.5169,85.89,70,1,13.13,clear sky
651,Abha,SA,18.2164,42.5053,66.02,32,99,0.0,overcast clouds
652,Narrabri,AU,-30.3167,149.7833,62.53,78,12,3.0,few clouds
653,Belmonte,BR,-15.8631,-38.8828,72.16,83,70,7.47,broken clouds
654,Misratah,LY,32.3754,15.0925,80.42,72,0,5.12,clear sky
655,Barcelos,PT,41.5388,-8.6151,77.85,53,0,9.1,clear sky
656,Bayshore Gardens,US,27.4253,-82.5904,80.98,87,40,5.75,moderate rain
657,Bathsheba,BB,13.2167,-59.5167,81.21,90,20,14.97,few clouds
658,Broome,US,42.2506,-75.833,67.01,85,0,5.75,clear sky
659,Kedrovyy,RU,56.1667,91.8167,59.41,98,100,4.32,light rain
660,Ngunguru,NZ,-35.6167,174.5,59.61,91,100,19.39,light rain
661,Kabalo,CD,-6.05,26.9167,67.98,43,5,3.98,clear sky
662,Pershotravneve,UA,51.3929,28.8684,56.28,88,100,8.46,light rain
663,Veraval,IN,20.9,70.3667,82.44,86,100,21.56,moderate rain
664,Kotri,PK,25.366,68.3122,86.7,71,8,7.43,clear sky
665,Lluta,PE,-16.0147,-72.0142,52.39,27,97,2.06,overcast clouds
666,Hohhot,CN,40.8106,111.6522,80.89,44,0,2.24,clear sky
667,Birin,NP,26.8865,88.0718,71.2,80,37,2.13,scattered clouds
668,Mannarakkat,IN,10.9833,76.4667,74.07,94,100,4.25,overcast clouds
669,Biskamzha,RU,53.4497,89.5272,54.54,99,100,5.55,light rain
670,Tank,PK,32.2217,70.3793,85.59,68,100,5.17,overcast clouds
671,Ixcatepec,MX,21.2,-97.95,75.27,85,20,7.76,few clouds
672,Homa Bay,KE,-0.5273,34.4571,68.05,60,100,1.7,overcast clouds
673,Mount Isa,AU,-20.7333,139.5,65.97,39,0,10.36,clear sky
674,Anori,BR,-3.7728,-61.6442,76.03,82,70,1.52,broken clouds
675,Pichayevo,RU,53.2363,42.2032,61.57,67,98,6.31,overcast clouds
676,Amahai,ID,-3.3333,128.9167,79.57,84,93,5.75,overcast clouds
677,Xining,CN,36.6167,101.7667,75.79,42,5,2.13,clear sky
678,Ketchikan,US,55.3422,-131.6461,68.47,56,100,12.66,overcast clouds
